,user_ids,support,itemsets,period,property_values,depth,size,a,itemset_name
442,"[108773, 148775, 153534, 195200, 284052, 327617, 332286, 332432, 361353, 380944, 387373, 445147, 447717, 463969, 464558, 468467, 472493, 478306, 511024, 511792, 543558, 548681, 549038, 558641, 575459, 579243, 794611, 813375, 829305, 872222, 930557, 973987, 1174346]",33, 6184,2018-09-01,1,0.0,33,1,[]
446,"[183398, 259756, 378833, 575459, 734723]",5, 1855 1738,2018-09-01,1,0.0,5,1,"['CRCAFEEXPRESSO', 'CRSANDWICHCLASSIC']"
449,"[101105, 108875, 131572, 133707, 149020, 195024, 224522, 280693, 366974, 429748, 474401, 557871, 574855, 609104, 845238, 954984, 1036212]",17, 4108,2018-09-01,1,0.0,17,1,['LAVAGE6PLEINTARIF']
455,"[104790, 183398, 200494, 204037, 259756, 309153, 378833, 380828, 381774, 405080, 409096, 444555, 453193, 486628, 575459, 734723, 751640, 756866, 819320, 869865, 896272, 903174, 1011466, 1028864, 1166138]",25, 1855,2018-09-01,1,0.0,25,1,['CRSANDWICHCLASSIC']
463,"[102156, 130366, 147896, 150303, 163674, 179727, 183834, 204431, 206599, 209010, 233135, 260630, 293992, 296181, 304298, 304589, 326598, 347496, 380569, 385630, 387181, 401512, 410982, 438131, 439714, 459432, 482699, 509007, 512147, 529543, 548729, 573521, 594286, 596052, 600837, 602687, 703679, 794248, 817898, 845965, 878173, 890216, 938188, 996211, 1032311, 1115529, 1185433]",47, 2978,2018-09-01,1,0.0,47,1,['TWLAVEGLACEDEG.4L']
466,"[204431, 380569, 385630, 439714, 596052, 602687, 938188]",7, 2978 2971,2018-09-01,1,0.0,7,1,"['TW10LINGUETTE', 'TWLAVEGLACEDEG.4L']"
467,"[130366, 293992, 482699, 509007, 596052, 890216]",6, 2978 2949,2018-09-01,1,0.0,6,1,"['TWLAVEGLACE', 'TWLAVEGLACEDEG.4L']"
472,"[176862, 187833, 231223, 278593, 305678, 493984, 584447, 590883, 734723, 869865, 896272, 911614, 984430, 1014685, 1048011, 1086750, 1121384, 1153425]",18, 1669,2018-09-01,1,0.0,18,1,['CRPAINAUXRAISINS']
477,"[231223, 278593, 584447, 734723, 1048011, 1121384, 1153425]",7, 1669 1738,2018-09-01,1,0.0,7,1,"['CRCAFEEXPRESSO', 'CRPAINAUXRAISINS']"
483,"[112161, 137677, 152797, 163332, 181421, 188588, 193871, 224478, 252606, 319484, 320988, 321198, 339524, 350647, 369391, 371498, 375744, 376854, 387325, 392865, 417071, 419058, 450776, 460099, 470752, 555540, 592510, 595074, 601965, 712041, 716605, 734827, 756073, 807430, 829955, 845834, 879040, 890216, 892959, 895429, 899788, 911475, 943036, 965637, 973330, 975853, 979326, 1066192, 1072489]",49, 2949 4116,2018-09-01,1,0.0,49,1,"['LAVAGECLU', 'TWLAVEGLACE']"
484,"[102136, 130464, 175498, 186974, 193871, 286429, 287608, 298245, 347996, 360281, 369391, 419058, 443070, 445147, 448259, 449919, 462727, 470752, 473831, 482699, 489263, 531554, 541273, 567649, 600365, 601965, 643227, 655399, 712041, 832733, 835212, 890216, 893116, 896576, 899788, 911475, 965637, 979326, 1039138, 1044697, 1046279, 1072489, 1088894, 1157557, 1159082]",45, 2949 4130,2018-09-01,1,0.0,45,1,"['RECHARGELAVAGE', 'TWLAVEGLACE']"
486,"[102136, 130464, 145395, 163869, 189419, 195246, 288562, 294601, 345337, 367316, 415543, 464558, 468467, 480899, 517175, 539054, 567149, 756582, 1022740, 1029030, 1067863, 1164184]",22, 2949 4129,2018-09-01,1,0.0,22,1,"['RECHARGELAVAGETW-A', 'TWLAVEGLACE']"
487,"[113566, 124464, 129105, 195246, 296033, 319861, 321198, 337353, 369391, 376854, 387325, 387459, 401082, 414193, 450776, 470752, 477469, 480899, 522268, 523099, 596052, 600365, 742006, 892959, 897079, 975853, 1018851, 1022740, 1113184, 1123580, 1149491, 1165600]",32, 2949 2971,2018-09-01,1,0.0,32,1,"['TW10LINGUETTE', 'TWLAVEGLACE']"
488,"[321198, 369391, 376854, 387325, 450776, 470752, 892959, 975853]",8, 2949 2971 4116,2018-09-01,1,0.0,8,1,"['LAVAGECLU', 'TW10LINGUETTE', 'TWLAVEGLACE']"
489,"[101318, 104231, 112387, 114771, 115679, 120286, 124464, 130941, 130996, 131014, 131514, 132739, 135477, 135514, 137090, 138170, 141519, 150817, 152797, 156490, 157435, 158123, 159564, 162567, 163088, 164382, 168423, 170884, 173319, 176911, 179013, 180223, 180826, 181554, 185724, 185798, 193871, 198410, 199984, 204080, 209038, 214015, 220023, 224368, 228918, 232439, 240151, 240683, 240869, 242607, 254490, 255972, 260630, 262442, 265463, 267912, 271779, 274199, 275835, 287308, 287468, 288642, 288685, 290945, 291345, 294838, 295084, 298759, 300450, 309127, 311714, 313887, 314647, 318895, 323049, 323051, 328787, 329339, 331247, 334438, 336115, 341101, 342716, 345624, 346952, 348948, 349164, 350965, 359121, 360284, 361488, 377445, 382427, 388634, 388739, 389285, 392865, 401699, 404358, 407242, 407310, 414327, 417071, 422151, 425276, 429537, 434499, 437884, 437974, 438350, 441225, 444175, 449596, 450548, 454965, 456219, 458921, 459305, 460089, 463253, 464321, 464605, 465771, 467636, 470752, 471256, 471923, 477520, 478604, 480899, 482352, 489665, 490277, 493464, 495325, 496856, 498303, 499286, 499303, 504942, 507317, 508697, 509785, 511290, 515602, 516115, 516890, 517083, 523517, 526693, 527088, 528388, 528757, 536866, 537392, 538681, 540071, 541950, 543430, 545368, 547386, 548345, 548581, 549634, 568039, 568128, 572859, 578640, 579539, 584126, 584986, 587875, 589265, 589425, 593085, 595227, 599725, 601940, 613452, 629677, 657257, 657916, 685619, 717621, 737724, 750367, 769631, 777825, 778698, 794594, 805158, 815181, 826897, 837378, 845238, 863647, 864160, 869865, 875141, 875200, 875601, 883222, 884245, 885828, 888898, 889768, 894344, 904661, 908561, 908982, 911475, 919825, 922200, 942270, 954984, 955120, 959459, 964386, 975449, 984430, 984812, 987269, 1021380, 1023800, 1025942, 1031992, 1032507, 1033518, 1041558, 1043161, 1044423, 1052838, 1054295, 1069144, 1070412, 1071008, 1076514, 1076612, 1080510, 1085057, 1099947, 1102873, 1109853, 1112122, 1162920, 1163442, 1163966, 1164182, 1167436, 1170356, 1174591, 1175680, 1176487, 1177442, 1178435, 1180766, 1183237, 1194669, 1194832, 1199905, 1201864, 1204460, 1204480, 1212318, 1214331, 1215832, 1217183, 1234341, 1236845]",269, 4077,2018-09-01,1,0.0,269,1,['TOTALADBLUE10L']
490,"[114771, 131514, 152797, 156490, 170884, 173319, 193871, 240869, 255972, 262442, 295084, 300450, 341101, 348948, 392865, 417071, 470752, 499286, 528757, 540071, 547386, 548581, 584126, 599725, 657916, 826897, 869865, 875601, 888898, 904661, 908982, 911475, 984812, 1023800, 1069144]",35, 4077 4116,2018-09-01,1,0.0,35,1,"['LAVAGECLU', 'TOTALADBLUE10L']"
491,"[132739, 193871, 240151, 288685, 300450, 437974, 470752, 493464, 515602, 717621, 875200, 884245, 911475, 1031992, 1177442]",15, 4077 4130,2018-09-01,1,0.0,15,1,"['RECHARGELAVAGE', 'TOTALADBLUE10L']"
492,"[102136, 103218, 108805, 111939, 112161, 113566, 120461, 124464, 124500, 128213, 129105, 130366, 130464, 130760, 135514, 137090, 137677, 137871, 145395, 147303, 152797, 157246, 157267, 162167, 163332, 163869, 164382, 171795, 175498, 175777, 180215, 181421, 183912, 186974, 188588, 189419, 193871, 193943, 195246, 196232, 200446, 201774, 203921, 208904, 218498, 222551, 224478, 234017, 234220, 234535, 237597, 238857, 241673, 242971, 243983, 247304, 247708, 252606, 256060, 261061, 266917, 267391, 272341, 279798, 281890, 284704, 284995, 286429, 287608, 288562, 291345, 292097, 293839, 293992, 294601, 296033, 298245, 308612, 308732, 310668, 311254, 312834, 319484, 319861, 319870, 320988, 321198, 325720, 329339, 337353, 339524, 341166, 343860, 345337, 347996, 348281, 350054, 350143, 350647, 360281, 364804, 367316, 369391, 371498, 371575, 373929, 375744, 376854, 378436, 379043, 380131, 382915, 383170, 386201, 387325, 387459, 388401, 388739, 391816, 392706, 392865, 394541, 397506, 399611, 401082, 407187, 408070, 408695, 409935, 414193, 414487, 415543, 416480, 416657, 417071, 419058, 420953, 428462, 429767, 430391, 434135, 443070, 444342, 445147, 446533, 448259, 449919, 450548, 450776, 455425, 458098, 459305, 459950, 460099, 462727, 464558, 464928, 468467, 470752, 473831, 477469, 478591, 480332, 480829, 480899, 482699, 482817, 489263, 494061, 494444, 500021, 509007, 515371, 517175, 518398, 519997, 522268, 523099, 526976, 531554, 535838, 539054, 541273, 541417, 548830, 555540, 555942, 555991, 560237, 561920, 562740, 564071, 564995, 565546, 567149, 567649, 569180, 570691, 575459, 586117, 588320, 589169, 592510, 595074, 596052, 598394, 600365, 601965, 605098, 618387, 618438, 622143, 643227, 655399, 688328, 704970, 712041, 716605, 720145, 724769, 734827, 736264, 742006, 754715, 756073, 756582, 761559, 773493, 774114, 793919, 798831, 807430, 824734, 826642, 829955, 832733, 835212, 842177, 845834, 869888, 870293, 877262, 879040, 887624, 890100, 890216, 892959, 893080, 893116, 895429, 896576, 897079, 899788, 900152, 904772, 905873, 910272, 911241, 911475, 915587, 929968, 930421, 931934, 935849, 943036, 946527, 949466, 951994, 952954, 956935, 957568, 965637, 971992, 973330, 975449, 975853, 979326, 982083, 982344, 987269, 989745, 990538, 1005206, 1011547, 1018851, 1022740, 1029030, 1030391, 1032078, 1035622, 1035774, 1037482, 1039138, 1044697, 1045493, 1046279, 1049657, 1053110, 1056332, 1056892, 1059122, 1063946, 1065332, 1066192, 1067863, 1071012, 1072489, 1084846, 1085236, 1088833, 1088894, 1111303, 1113184, 1123580, 1149164, 1149491, 1150728, 1157557, 1159082, 1163901, 1164184, 1164265, 1165600, 1176487, 1188909, 1190088, 1191737, 1204480, 1210438, 1212318]",330, 2949,2018-09-01,1,0.0,330,1,['TWLAVEGLACE']
493,"[150817, 185724, 267912, 275835, 313887, 458921, 477520, 480899, 482352, 509785, 515602, 516890, 543430, 548581, 584986, 1217183]",16, 4077 4129,2018-09-01,1,0.0,16,1,"['RECHARGELAVAGETW-A', 'TOTALADBLUE10L']"
494,"[255972, 300450, 470752, 548581, 657916]",5, 4077 2971 4116,2018-09-01,1,0.0,5,1,"['LAVAGECLU', 'TOTALADBLUE10L', 'TW10LINGUETTE']"
495,"[240151, 300450, 470752, 884245, 1031992]",5, 4077 2971 4130,2018-09-01,1,0.0,5,1,"['RECHARGELAVAGE', 'TOTALADBLUE10L', 'TW10LINGUETTE']"
496,"[162567, 199984, 314647, 389285, 438350, 464605, 477520, 593085, 864160, 904661, 1099947, 1204460]",12, 4077 163,2018-09-01,1,0.0,12,1,['TOTALADBLUE10L']
497,"[138170, 162567, 199984, 255972, 271779, 314647, 438350, 805158, 875601]",9, 4077 1538,2018-09-01,1,0.0,9,1,"['RECHARGECAFÉCLUB2\x80', 'TOTALADBLUE10L']"
498,"[124464, 135514, 137090, 152797, 164382, 193871, 291345, 329339, 388739, 392865, 417071, 450548, 459305, 470752, 480899, 911475, 975449, 987269, 1176487, 1204480, 1212318]",21, 4077 2949,2018-09-01,1,0.0,21,1,"['TOTALADBLUE10L', 'TWLAVEGLACE']"
500,"[259520, 294115, 315139, 354336, 359175, 363690, 363692, 380150, 396933, 428189, 428202, 453036, 468837, 471775, 518759, 518888, 519469, 519472, 519499, 519887, 520708, 521885, 526399, 528700, 531053, 532337, 535929, 538235, 538246, 542084, 545984, 548999, 555714, 572285, 574634, 584447, 587069, 596217, 602649, 605068, 606290, 614220, 619437, 619463, 625643, 693153, 695135, 719763, 734723, 752568, 754357, 772088, 784359, 824398, 825189, 842240, 842941, 849812, 901480, 902696, 903197, 911614, 934189, 945563, 963615, 964915, 965330, 971686, 971894, 979705, 988614, 988692, 992218, 993844, 995513, 995860, 998545, 1007975, 1014685, 1015043, 1034094, 1036452, 1037646, 1040091, 1047955, 1048011, 1052503, 1054006, 1058591, 1075356, 1097861, 1108055, 1113856, 1116587, 1152207, 1152434, 1153425, 1155422, 1162191, 1162193, 1166433, 1169908, 1173969, 1174591, 1193469, 1205188]",106, 263,2018-09-01,1,0.0,106,1,['REMISEBUSAUTOROUTE9\x80']
501,"[102136, 103316, 108805, 120178, 122976, 123499, 124464, 125579, 137464, 147052, 147984, 153779, 163810, 163934, 168799, 171614, 211249, 219965, 228538, 229546, 236773, 237375, 237597, 249668, 251002, 269882, 270380, 270690, 275774, 281951, 290578, 295906, 309554, 311494, 314666, 319484, 323453, 324387, 327610, 328876, 334919, 339775, 341628, 348948, 351028, 356236, 363069, 368001, 376207, 378116, 383170, 390756, 391040, 396962, 398839, 407466, 408070, 414193, 416517, 418209, 418747, 427283, 444678, 447321, 449176, 452539, 459305, 463253, 464208, 465110, 470042, 470752, 482740, 484507, 485071, 486237, 496860, 498334, 499303, 504168, 505602, 507489, 512147, 516054, 518843, 519320, 530944, 557428, 575459, 576380, 581633, 582047, 593864, 600652, 615570, 616156, 621048, 622174, 623497, 633102, 638210, 657916, 704970, 730007, 733175, 740142, 742006, 748021, 758771, 758968, 765772, 767578, 777555, 777643, 791820, 794611, 866723, 867784, 870316, 883193, 895429, 896797, 905119, 906482, 908982, 911241, 911963, 926125, 942017, 949568, 950274, 955263, 956935, 961949, 964536, 971139, 980703, 987275, 1003298, 1016343, 1017280, 1022346, 1034893, 1043904, 1053405, 1061853, 1071331, 1080578, 1083441, 1087105, 1101226, 1104276, 1109874, 1112722, 1133574, 1149491, 1163690, 1164184, 1168652, 1198475, 1202496, 1228130]",162, 4140,2018-09-01,1,0.0,162,1,['RECHARGELAVAGETW-D']
502,"[125579, 219965, 270690, 309554, 311494, 319484, 328876, 348948, 398839, 407466, 465110, 470752, 484507, 485071, 512147, 530944, 557428, 600652, 622174, 623497, 657916, 748021, 794611, 895429, 908982, 961949, 1080578]",27, 4140 4116,2018-09-01,1,0.0,27,1,"['LAVAGECLU', 'RECHARGELAVAGETW-D']"
503,"[124464, 130996, 209038, 240151, 255972, 300450, 350965, 361488, 456219, 470752, 480899, 499303, 548345, 548581, 657916, 845238, 884245, 1031992, 1070412]",19, 4077 2971,2018-09-01,1,0.0,19,1,"['TOTALADBLUE10L', 'TW10LINGUETTE']"
505,"[133892, 205109, 261384, 421137, 460228, 552846, 607784]",7, 1538 163 4116,2018-09-01,1,0.0,7,1,"['LAVAGECLU', 'RECHARGECAFÉCLUB2\x80']"
506,"[255972, 319861, 344696, 409613, 478931, 530814, 690546, 898933, 1030310]",9, 1538 2971,2018-09-01,1,0.0,9,1,"['RECHARGECAFÉCLUB2\x80', 'TW10LINGUETTE']"
507,"[101682, 102136, 105047, 105126, 106150, 106214, 106565, 107493, 107724, 107874, 109498, 109538, 111828, 112041, 112511, 113297, 114342, 114449, 114601, 116566, 118071, 119310, 120086, 120768, 121128, 121499, 122381, 122433, 125579, 126619, 127763, 128645, 128737, 128896, 129525, 130019, 130464, 130769, 131572, 132262, 132739, 133917, 134527, 134631, 134664, 134914, 135206, 136893, 136996, 137251, 137637, 137910, 138190, 138510, 139113, 140183, 140578, 140784, 140911, 141636, 143598, 145215, 145478, 147333, 147670, 148775, 151252, 152992, 153656, 154059, 154248, 154647, 156003, 156705, 157561, 160378, 163264, 163936, 165076, 166603, 166992, 170586, 171090, 172838, 173559, 173576, 174135, 174458, 175168, 175498, 177933, 179113, 180397, 185135, 185183, 186625, 186738, 186801, 186974, 188482, 188558, 189637, 190868, 191517, 192038, 193056, 193677, 193796, 193871, 194335, 195757, 196234, 196328, 198355, 198697, 198946, 199285, 199673, 200047, 200173, 200347, 200564, 201118, 201359, 202371, 204383, 204764, 205003, 205654, 208648, 209608, 209659, 209677, 211109, 211111, 212581, 215126, 217779, 219384, 220521, 222847, 223493, 224306, 227142, 229711, 230410, 230440, 231893, 232528, 235302, 236773, 237181, 237374, 239503, 240151, 240562, 242637, 244795, 245076, 245092, 246255, 249680, 250397, 251775, 252287, 253230, 254538, 255198, 255586, 255686, 256540, 257705, 257886, 258382, 258658, 258880, 259881, 259947, 264263, 265438, 266177, 266873, 267739, 269187, 269603, 271519, 272184, 272234, 272454, 274316, 274953, 275145, 275401, 275763, 275987, 276667, 277677, 281256, 282570, 285334, 285652, 285828, 286321, 286429, 286584, 286637, 287131, 287608, 288010, 288540, 288685, 289220, 289246, 289916, 290187, 290337, 291606, 292888, 293965, 294323, 296915, 297431, 297874, 298245, 298450, 298513, 299397, 299637, 299896, 300450, 302117, 302133, 304298, 305264, 307966, 309563, 311524, 312106, 312856, 314644, 316209, 317027, 318300, 318678, 319703, 320828, 323165, 323762, 323804, 323871, 324352, 324441, 325450, 327138, 327617, 329800, 332286, 332432, 332635, 333674, 333793, 333899, 334781, 335156, 335469, 335616, 337358, 338798, 339517, 339822, 339885, 340149, 340311, 340446, 341716, 344704, 347516, 347996, 350732, 351599, 351763, 352108, 352465, 352980, 353820, 354101, 354684, 355524, 355661, 355809, 356107, 356791, 358331, 358701, 358932, 359007, 359613, 359909, 360281, 360566, 360794, 361328, 361353, 361791, 362768, 363733, 365174, 365989, 366033, 369391, 371397, 371435, 372351, 375121, 376043, 376147, 376431, 377365, 379139, 380689, 380881, 381313, 381568, 382180, 382985, 383294, 383464, 383617, 384851, 385199, 386890, 387532, 388097, 388801, 388905, 389725, 389821, 390781, 392994, 393261, 393462, 394345, 395023, 396774, 397005, 397295, 398225, 401087, 403598, 405080, 407912, 408799, 409846, 410397, 410806, 410982, 411041, 411787, 413908, 416537, 417444, 417976, 419033, 419058, 419307, 419473, 419594, 419944, 420381, 422497, 422901, 424610, 425149, 426406, 429379, 429530, 430340, 430438, 433003, 433119, 436016, 436333, 437974, 438131, 438276, 439171, 442178, 442570, 442907, 443070, 443117, 443552, 444143, 444803, 445147, 446169, 447321, 447717, 448259, 448379, 448585, 448590, 449919, 450524, 454416, 456538, 456775, 458615, 460754, 460839, 461163, 461473, 462697, 462727, 463601, 463711, 466084, 467398, 468528, 468745, 468749, 469254, 470752, 472182, 472493, 473831, 474598, 475601, 475671, 476137, 478530, 478556, 479064, 479753, 482699, 483502, 484135, 484507, 486113, 488496, 489263, 489485, 489768, 490190, 491395, 492810, 493464, 494705, 495387, 496456, 496602, 497131, 498298, 498355, 498529, 498969, 503202, 504317, 504949, 504975, 506588, 506611, 507489, 507622, 508797, 510973, 511293, 514668, 515047, 515129, 515602, 517323, 519306, 519383, 520014, 521418, 521837, 521986, 522578, 525441, 531554, 531887, 532369, 534619, 535047, 536854, 537965, 538286, 538955, 539289, 539446, 539595, 539741, 541273, 541453, 541793, 542513, 543053, 543323, 544149, 545598, 545785, 545865, 545914, 547328, 547651, 548681, 549049, 550260, 550893, 551221, 552282, 552657, 552896, 553151, 554586, 555107, 556676, 556822, 557011, 557408, 557541, 558271, 560736, 561989, 562758, 563679, 563799, 564110, 567649, 568233, 570365, 570723, 571327, 574988, 575015, 578038, 578192, 578365, 578537, 578715, 580123, 582201, 582695, 582842, 583577, 583791, 588795, 594286, 594866, 595139, 595321, 597370, 599919, 600365, 600407, 601405, 601965, 602293, 602814, 604625, 605261, 606450, 606879, 607089, 607833, 609205, 609319, 611006, 613642, 613920, 614173, 614199, 615241, 615725, 615774, 616355, 616924, 618550, 619106, 620420, 622465, 622579, 626070, 626395, 626955, 629549, 630882, 631252, 634282, 636853, 637253, 643227, 655399, 662972, 668724, 680679, 684877, 686919, 698429, 700038, 702148, 703448, 704043, 712041, 714679, 717621, 717833, 725406, 725689, 732484, 734173, 736787, 740249, 742338, 742751, 742861, 745909, 746495, 747029, 747540, 751056, 756564, 757597, 759495, 761236, 763217, 763902, 765409, 765780, 765983, 767398, 772616, 773124, 775002, 775827, 777713, 779241, 784065, 787888, 792719, 794818, 794978, 795345, 803600, 805164, 808909, 809838, 813375, 815803, 818420, 819522, 819603, 821662, 822353, 824083, 825168, 826414, 827072, 827637, 829768, 832718, 832733, 833186, 835212, 837740, 841343, 841409, 841590, 849063, 854407, 857103, 866982, 867699, 868830, 871314, 873063, 873535, 874292, 875200, 876615, 876659, 879598, 880070, 881192, 882282, 882421, 882841, 884018, 884245, 885724, 887214, 888764, 889564, 890216, 890399, 890908, 893116, 894695, 895682, 896576, 897112, 899601, 899788, 901399, 906287, 907616, 910386, 911475, 912919, 917165, 917561, 917858, 918021, 919299, 923888, 923928, 925187, 927343, 929267, 930557, 932374, 932389, 932650, 932709, 934209, 934392, 937332, 937404, 939408, 942083, 943369, 946001, 950885, 953088, 956184, 956675, 956992, 957813, 958611, 959903, 961140, 964075, 964983, 965015, 965637, 966233, 967784, 968551, 968700, 970021, 970436, 972539, 973987, 979326, 983244, 983313, 985590, 992699, 994268, 995311, 998975, 1003499, 1008949, 1009063, 1009163, 1012481, 1012544, 1017280, 1017581, 1018818, 1020524, 1021208, 1022699, 1022785, 1023349, 1026225, 1027170, 1030310, 1030971, 1031480, 1031992, 1033786, 1037190, 1037370, 1039138, 1039714, 1042448, 1043027, 1044582, 1044697, 1044893, 1046279, 1046545, 1050325, 1050419, 1055988, 1058036, 1059954, 1064323, 1064451, 1064563, 1064854, 1066981, 1067387, 1070303, 1072489, 1072676, 1073928, 1078605, 1084492, 1085603, 1088306, 1088894, 1089689, 1092043, 1092210, 1092742, 1098492, 1098836, 1099359, 1101214, 1103163, 1104744, 1105168, 1106348, 1107836, 1108254, 1108350, 1109301, 1111293, 1112194, 1113092, 1113196, 1114152, 1115724, 1117552, 1120037, 1120736, 1122030, 1139357, 1140233, 1146647, 1151977, 1152822, 1156202, 1157557, 1158305, 1159082, 1159127, 1159190, 1159818, 1161081, 1161938, 1162156, 1162320, 1164112, 1168051, 1169319, 1173611, 1174346, 1175527, 1175910, 1176241, 1176948, 1177442, 1180978, 1183358, 1184199, 1186173, 1188127, 1189232, 1191297, 1195266, 1196398, 1197850, 1197957, 1200703, 1202965, 1204131, 1208292, 1209542, 1214469, 1224008, 1232470, 1233160, 1236406]",887, 4130,2018-09-01,1,0.0,887,1,['RECHARGELAVAGE']
508,"[107493, 113297, 120768, 125579, 132262, 133917, 172838, 177933, 185183, 188482, 193056, 193871, 209677, 235302, 245076, 250397, 256540, 257886, 266177, 272454, 274953, 275401, 275763, 281256, 285334, 300450, 304298, 312856, 318678, 324441, 325450, 340149, 351599, 352108, 353820, 358331, 359007, 360794, 369391, 375121, 376043, 376147, 382985, 397295, 408799, 419058, 429379, 429530, 448590, 450524, 462697, 463711, 470752, 479753, 484507, 508797, 510973, 515047, 521418, 537965, 538955, 542513, 543323, 545865, 549049, 550893, 552657, 556676, 562758, 570365, 578038, 578365, 578715, 580123, 594866, 597370, 600407, 601405, 601965, 604625, 607089, 609205, 614173, 616924, 712041, 742338, 742861, 818420, 841343, 876659, 882282, 888764, 889564, 890216, 899788, 901399, 911475, 912919, 932650, 965637, 979326, 1020524, 1072489, 1152822, 1158305, 1168051, 1175910]",107, 4130 4116,2018-09-01,1,0.0,107,1,"['LAVAGECLU', 'RECHARGELAVAGE']"
