,user_ids,support,itemsets,period,property_values,depth,size,firstpromo,itemset_name
945,"[309563, 339428, 380689, 387114, 447050, 459345, 468467, 480373, 560369, 565260, 615217, 615570, 616767, 759495, 794611, 829305, 887474, 917858, 930557, 939408, 1089611, 1104276, 1121072]",23, 6176,2018-09-01,1,0.0,23,1,[]
950,[309563],1, 6176 6175 2968 4126,2018-09-01,1,0.0,1,1,"['RECHARGE LAVAGE', 'TW 10 LINGUETTE']"
951,[339428],1, 6176 6175 4099 4125,2018-09-01,1,0.0,1,1,"['LAVAGE 1 PLEIN', 'RECHARGE LAVAGE TW - A']"
957,"[439351, 1072489]",2, 2325 4663,2018-09-01,1,0.0,2,1,"['AUVE. MIN STICK NAT 100G', 'VOLVIC ZEST CIT']"
962,"[414193, 798831, 1072489]",3, 2325 2946,2018-09-01,1,0.0,3,1,"['TW  LAVE GLACE', 'VOLVIC ZEST CIT']"
963,"[1072489, 1080578]",2, 2325 4112,2018-09-01,1,0.0,2,1,"['LAVAGE CLU', 'VOLVIC ZEST CIT']"
965,"[172406, 337743, 338947, 414193, 439351, 545944, 798831, 940505, 1072489, 1080578]",10, 2325,2018-09-01,1,0.0,10,1,['VOLVIC ZEST CIT']
979,[527677],1, 4087 4130 4125,2018-09-01,1,0.0,1,1,"['ASPIRATEUR', 'QUARTZ IN LG LIFE 5W30', 'RECHARGE LAVAGE TW - A']"
981,"[123777, 149579, 156366, 165765, 172277, 211038, 221346, 305003, 359175, 388097, 468192, 604947, 683032, 742890, 894215, 901480, 1116005, 1121384, 1190233]",19, 3875,2018-09-01,1,0.0,19,1,['TRIANGLE JAMBOM']
982,"[149358, 492396, 545944, 914109, 1029264, 1166148]",6, 3380,2018-09-01,1,0.0,6,1,['CHAUSSON AUX POMMES NEUHAUSER']
991,[347996],1, 2180 2956 2946 4126,2018-09-01,1,0.0,1,1,"['ADBLUE BIDON 5L', 'RECHARGE LAVAGE', 'TOTAL ADBLUE BEC V. 5L', 'TW  LAVE GLACE']"
992,"[250397, 347996]",2, 2180 2956 4126,2018-09-01,1,0.0,2,1,"['ADBLUE BIDON 5L', 'RECHARGE LAVAGE', 'TOTAL ADBLUE BEC V. 5L']"
994,"[171795, 347996, 618438]",3, 2180 2946,2018-09-01,1,0.0,3,1,"['ADBLUE BIDON 5L', 'TW  LAVE GLACE']"
995,"[250397, 347996, 881192]",3, 2180 4126,2018-09-01,1,0.0,3,1,"['ADBLUE BIDON 5L', 'RECHARGE LAVAGE']"
996,"[250397, 465110, 483545]",3, 2180 4112,2018-09-01,1,0.0,3,1,"['ADBLUE BIDON 5L', 'LAVAGE CLU']"
997,"[147896, 171795, 175596, 223641, 235596, 250397, 260048, 347996, 352539, 441177, 460955, 465110, 483545, 510450, 547162, 618438, 717686, 828730, 881192, 1067478, 1068484, 1093847]",22, 2180,2018-09-01,1,0.0,22,1,['ADBLUE BIDON 5L']
1002,[250397],1, 2180 2956 4112 4126,2018-09-01,1,0.0,1,1,"['ADBLUE BIDON 5L', 'LAVAGE CLU', 'RECHARGE LAVAGE', 'TOTAL ADBLUE BEC V. 5L']"
1007,"[526976, 555991, 756073, 1071012]",4, 4087 2946,2018-09-01,1,0.0,4,1,"['QUARTZ IN LG LIFE 5W30', 'TW  LAVE GLACE']"
1011,"[192455, 195378, 218258, 236773, 260730, 284718, 291317, 324206, 417961, 429537, 444175, 450524, 466946, 491884, 526976, 527677, 542448, 555991, 557408, 756073, 956992, 1059920, 1071012]",23, 4087,2018-09-01,1,0.0,23,1,['QUARTZ IN LG LIFE 5W30']
1021,"[515602, 1039714]",2, 3878 4126,2018-09-01,1,0.0,2,1,"['RECHARGE LAVAGE', 'XXL PLET ROTI CRUD. 230G']"
1023,"[156688, 249535, 260808, 262090, 306568, 380828, 444381, 447084, 463491, 468192, 493984, 515602, 518759, 698499, 749307, 751456, 827281, 970153, 1039714, 1174591]",20, 3878,2018-09-01,1,0.0,20,1,['XXL PLET ROTI CRUD. 230G']
1024,"[901480, 1121384]",2, 3875 890,2018-09-01,1,0.0,2,1,['TRIANGLE JAMBOM']
1027,"[123777, 1121384]",2, 3875 2369 1738,2018-09-01,1,0.0,2,1,"['CR CAFE EXPRESSO', 'EVIAN 1L PET*', 'TRIANGLE JAMBOM']"
1030,"[125918, 144811, 230124, 253749, 334330, 429671, 433073, 459260, 533301, 547651, 579539, 810351, 1022090, 1085887]",14, 57,2018-09-01,1,0.0,14,1,[]
1050,"[134917, 152992, 170884, 172406, 204886, 230856, 247209, 252176, 263245, 303113, 303396, 304012, 366803, 391191, 406626, 407030, 444381, 449743, 594142, 600773, 717234, 953681, 966582, 988614, 1048518]",25, 3881,2018-09-01,1,0.0,25,1,['SDW DAUNAT MINI']
1059,"[383170, 638210, 1112722]",3, 6175 4136,2018-09-01,1,0.0,3,1,['RECHARGE LAVAGE TW - D']
1062,[477520],1, 6175 4074 4125 163,2018-09-01,1,0.0,1,1,"['BIDON AD BLUE 10L', 'RECHARGE LAVAGE TW - A']"
1063,"[477520, 552282, 930557]",3, 6175 163,2018-09-01,1,0.0,3,1,[]
1064,"[309563, 361353, 398225, 552282, 747029]",5, 6175 2968 4126,2018-09-01,1,0.0,5,1,"['RECHARGE LAVAGE', 'TW 10 LINGUETTE']"
1069,"[309563, 361353, 398225, 552282, 555107, 578715, 747029, 930557, 1114152, 1159082]",10, 6175 4126,2018-09-01,1,0.0,10,1,['RECHARGE LAVAGE']
1070,"[102120, 126718, 309563, 314938, 339428, 361353, 369567, 383170, 398225, 447143, 477520, 481388, 511024, 552282, 555107, 578715, 616767, 638210, 747029, 930557, 1067863, 1112722, 1114152, 1159082]",24, 6175,2018-09-01,1,0.0,24,1,[]
1079,"[102120, 126718, 314938, 339428, 361353, 369567, 447143, 477520, 481388, 511024, 578715, 616767, 1067863]",13, 6175 4125,2018-09-01,1,0.0,13,1,['RECHARGE LAVAGE TW - A']
1083,"[263913, 1121384]",2, 1394 890 431,2018-09-01,1,0.0,2,1,"['BD DOUBLE EXPRE', 'CAFE EXPRESSO']"
1085,"[107493, 263913, 552972, 567649, 886899, 984430, 1043581, 1066628, 1121384]",9, 1394 890,2018-09-01,1,0.0,9,1,['BD DOUBLE EXPRE']
1087,"[206659, 984430, 1121384]",3, 1394 2369,2018-09-01,1,0.0,3,1,"['BD DOUBLE EXPRE', 'EVIAN 1L PET*']"
1089,"[263913, 529805, 963615, 1121384]",4, 1394 431,2018-09-01,1,0.0,4,1,"['BD DOUBLE EXPRE', 'CAFE EXPRESSO']"
1091,"[107493, 135063, 206659, 263913, 312825, 400722, 456892, 529805, 552972, 567649, 886899, 960142, 963615, 984430, 1043581, 1066628, 1090818, 1121384, 1180032, 1181464]",20, 1394,2018-09-01,1,0.0,20,1,['BD DOUBLE EXPRE']
1107,"[125509, 137955, 171002, 172406, 179988, 244198, 439351, 468192, 488635, 509809, 516711, 695135, 984430, 1173969, 1177599]",15, 6972,2018-09-01,1,0.0,15,1,['RED BULL 473ML']
1114,"[319870, 596052]",2, 2972 2947 2946,2018-09-01,1,0.0,2,1,"['TW  LAVE GLACE', 'TW  LAVE GLACE -30 4L', 'TXW LAVE GLACE']"
1116,"[592510, 911475]",2, 2972 2946 4112,2018-09-01,1,0.0,2,1,"['LAVAGE CLU', 'TW  LAVE GLACE', 'TXW LAVE GLACE']"
1117,"[319870, 592510, 596052, 835212, 911475, 1039138]",6, 2972 2946,2018-09-01,1,0.0,6,1,"['TW  LAVE GLACE', 'TXW LAVE GLACE']"
1123,"[394811, 592510, 911475]",3, 2972 4112,2018-09-01,1,0.0,3,1,"['LAVAGE CLU', 'TXW LAVE GLACE']"
1124,"[111061, 130019, 183042, 188747, 195757, 200648, 315575, 316991, 318895, 319870, 327681, 361047, 394811, 423518, 498485, 592510, 596052, 835212, 911475, 937696, 1039138, 1050325, 1073539, 1160772, 1173867]",25, 2972,2018-09-01,1,0.0,25,1,['TXW LAVE GLACE']
1131,"[361047, 596052, 1160772]",3, 2972 2968,2018-09-01,1,0.0,3,1,"['TW 10 LINGUETTE', 'TXW LAVE GLACE']"
1132,"[361353, 511024, 930557]",3, 6175 6179,2018-09-01,1,0.0,3,1,[]
1133,"[361353, 511024]",2, 6175 6179 4125,2018-09-01,1,0.0,2,1,['RECHARGE LAVAGE TW - A']
1154,"[149358, 622174, 950781, 984430]",4, 6971 6969,2018-09-01,1,0.0,4,1,"['RED BULL 355ML', 'RED BULL BTE 25CL']"
1158,"[984430, 1215438]",2, 6971 4074,2018-09-01,1,0.0,2,1,"['BIDON AD BLUE 10L', 'RED BULL 355ML']"
1163,"[345337, 517175]",2, 2911 2946 4125,2018-09-01,1,0.0,2,1,"['RECHARGE LAVAGE TW - A', 'TW  LAVE GLACE', 'TW 16 LINGETTES PLASTIQUES']"
1164,"[175777, 345337, 414193, 459305, 517175, 824734]",6, 2911 2946,2018-09-01,1,0.0,6,1,"['TW  LAVE GLACE', 'TW 16 LINGETTES PLASTIQUES']"
1166,"[345337, 517175, 794535]",3, 2911 4125,2018-09-01,1,0.0,3,1,"['RECHARGE LAVAGE TW - A', 'TW 16 LINGETTES PLASTIQUES']"
1169,"[156491, 175777, 233328, 345337, 365510, 381628, 414193, 416265, 459305, 517175, 529543, 560380, 575287, 594551, 794535, 824734, 865871, 882992, 994268, 1006960, 1037937, 1091502, 1108138, 1197342]",24, 2911,2018-09-01,1,0.0,24,1,['TW 16 LINGETTES PLASTIQUES']
1185,"[606704, 622174]",2, 6971 4112,2018-09-01,1,0.0,2,1,"['LAVAGE CLU', 'RED BULL 355ML']"
1192,"[104790, 113487, 200494, 204029, 267956, 277744, 314494, 329057, 381774, 387123, 446165, 473768, 486628, 555714, 585878, 622371, 734723, 903174, 967199, 984508, 988692, 1041531, 1063543, 1180587]",24, 1615,2018-09-01,1,0.0,24,1,['CR FLAN NATURE']
1203,"[112041, 168332, 267956, 306030, 369654, 448392, 881754, 998545, 1062852, 1063543, 1086750]",11, 682,2018-09-01,1,0.0,11,1,['CR COCA COLA ZERO PET 50CL']
1210,"[149358, 172406, 498022, 516505, 527437, 606704, 622174, 695135, 754357, 784359, 949127, 950781, 984430, 1036452, 1056070, 1162193, 1173969, 1215438, 1218083, 1232187]",20, 6971,2018-09-01,1,0.0,20,1,['RED BULL 355ML']
1211,"[267956, 1063543]",2, 1615 682,2018-09-01,1,0.0,2,1,"['CR COCA COLA ZERO PET 50CL', 'CR FLAN NATURE']"
1225,"[532781, 895812]",2, 2631 4125 4112,2018-09-01,1,0.0,2,1,"['LAVAGE CLU', 'ORANGINA PET 50', 'RECHARGE LAVAGE TW - A']"
1226,"[515602, 532781, 895812, 1189171]",4, 2631 4125,2018-09-01,1,0.0,4,1,"['ORANGINA PET 50', 'RECHARGE LAVAGE TW - A']"
1228,"[305651, 378200, 446458, 447084, 488496, 515602, 527150, 532781, 536214, 545605, 667914, 788356, 790583, 827281, 866455, 895812, 898790, 949779, 984430, 1158336, 1189171, 1204414]",22, 2631,2018-09-01,1,0.0,22,1,['ORANGINA PET 50']
1236,"[302709, 317108, 336968, 377062, 414193, 450524, 499748, 500694, 578365, 863452]",10, 2899,2018-09-01,1,0.0,10,1,['TW NET. JANTES SURPUISSANT 500ML']
1280,"[247304, 470752, 1072489]",3, 4638 2946,2018-09-01,1,0.0,3,1,"['NEOCLEAN JANTES', 'TW  LAVE GLACE']"
1281,"[470752, 1102967]",2, 4638 4074,2018-09-01,1,0.0,2,1,"['BIDON AD BLUE 10L', 'NEOCLEAN JANTES']"
1282,"[388392, 470752]",2, 4638 2968,2018-09-01,1,0.0,2,1,"['NEOCLEAN JANTES', 'TW 10 LINGUETTE']"
1283,"[463711, 470752, 1072489]",3, 4638 4126 4112,2018-09-01,1,0.0,3,1,"['LAVAGE CLU', 'NEOCLEAN JANTES', 'RECHARGE LAVAGE']"
1284,"[463711, 470752, 622174, 1072489]",4, 4638 4112,2018-09-01,1,0.0,4,1,"['LAVAGE CLU', 'NEOCLEAN JANTES']"
1285,"[247304, 388392, 463711, 470752, 482827, 566090, 622174, 1072489, 1099507, 1102967, 1163690]",11, 4638,2018-09-01,1,0.0,11,1,['NEOCLEAN JANTES']
1301,"[984430, 1058591]",2, 1400 890 3510 1547,2018-09-01,1,0.0,2,1,"['BD GRAND CREME', 'CRISTALINE 1.5L', 'SAC BOUTIQUE KRAFT']"
1303,"[490024, 1058591]",2, 1400 890 431,2018-09-01,1,0.0,2,1,"['BD GRAND CREME', 'CAFE EXPRESSO']"
1304,"[584447, 988692, 1058591]",3, 1400 890 1547 263,2018-09-01,1,0.0,3,1,"['BD GRAND CREME', 'REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
1305,"[584447, 984430, 988692, 1058591]",4, 1400 890 1547,2018-09-01,1,0.0,4,1,"['BD GRAND CREME', 'SAC BOUTIQUE KRAFT']"
1306,"[100715, 490024, 584447, 594237, 984430, 988692, 1030889, 1058591]",8, 1400 890,2018-09-01,1,0.0,8,1,['BD GRAND CREME']
1311,"[490024, 1058591, 1162193]",3, 1400 431,2018-09-01,1,0.0,3,1,"['BD GRAND CREME', 'CAFE EXPRESSO']"
1318,"[283502, 393038, 403388, 428189, 490858, 600388, 979705, 1007975, 1014685, 1036452, 1048011, 1116587]",12, 3261,2018-09-01,1,0.0,12,1,['FUSILLI FROMAGE 300G']
1335,"[172406, 191426, 439351]",3, 2326 1547,2018-09-01,1,0.0,3,1,"['SAC BOUTIQUE KRAFT', 'VOLVIC TCHE FRT.CITRON 1,5L']"
1336,"[149579, 172406, 176713, 191426, 199655, 284718, 338947, 439351, 881754, 905873, 957393, 1028864]",12, 2326,2018-09-01,1,0.0,12,1,"['VOLVIC TCHE FRT.CITRON 1,5L']"
1339,"[584447, 988692, 1058591, 1162193]",4, 1400 1547 263,2018-09-01,1,0.0,4,1,"['BD GRAND CREME', 'REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
1344,"[583460, 1152434]",2, 3876 163,2018-09-01,1,0.0,2,1,['SDW XXL THON CRUD 230G DAUNAT']
1345,"[118560, 376341, 380828, 397272, 430160, 578301, 583460, 584174, 625643, 639907, 963523, 1037646, 1052503, 1152207, 1152434]",15, 3876,2018-09-01,1,0.0,15,1,['SDW XXL THON CRUD 230G DAUNAT']
1352,"[448590, 450524, 538955]",3, 2966 4126 4112,2018-09-01,1,0.0,3,1,"['LAVAGE CLU', 'RECHARGE LAVAGE', 'TW 24 LINGETTES VIT+50%']"
1353,"[448590, 450524, 538955, 985590]",4, 2966 4126,2018-09-01,1,0.0,4,1,"['RECHARGE LAVAGE', 'TW 24 LINGETTES VIT+50%']"
1354,"[305003, 408382, 448590, 450524, 538955]",5, 2966 4112,2018-09-01,1,0.0,5,1,"['LAVAGE CLU', 'TW 24 LINGETTES VIT+50%']"
1355,"[233135, 263706, 305003, 408382, 414193, 448590, 450524, 459305, 499532, 528848, 538955, 771232, 773493, 796587, 985590, 1108138]",16, 2966,2018-09-01,1,0.0,16,1,['TW 24 LINGETTES VIT+50%']
1369,"[470752, 622174]",2, 4632 4638 4112 4136,2018-09-01,1,0.0,2,1,"['LAVAGE CLU', 'NEOCLEAN JANTES', 'NET.JANTE 500ML NEOCLEAN', 'RECHARGE LAVAGE TW - D']"
1370,"[470752, 622174, 1163690]",3, 4632 4638 4136,2018-09-01,1,0.0,3,1,"['NEOCLEAN JANTES', 'NET.JANTE 500ML NEOCLEAN', 'RECHARGE LAVAGE TW - D']"
1371,[150303],1, 4632 6722 2975,2018-09-01,1,0.0,1,1,"['NET.JANTE 500ML NEOCLEAN', 'SAN PELLEGRINO 1L', 'TW LAVE GLACE DEG. 4L']"
1372,"[470752, 911475]",2, 4632 2946 4074 4126 4112,2018-09-01,1,0.0,2,1,"['BIDON AD BLUE 10L', 'LAVAGE CLU', 'NET.JANTE 500ML NEOCLEAN', 'RECHARGE LAVAGE', 'TW  LAVE GLACE']"
1373,"[470752, 473831, 911475]",3, 4632 2946 4126,2018-09-01,1,0.0,3,1,"['NET.JANTE 500ML NEOCLEAN', 'RECHARGE LAVAGE', 'TW  LAVE GLACE']"
1374,"[177933, 470752]",2, 4632 2968 4112 4126,2018-09-01,1,0.0,2,1,"['LAVAGE CLU', 'NET.JANTE 500ML NEOCLEAN', 'RECHARGE LAVAGE', 'TW 10 LINGUETTE']"
1375,"[177933, 470752, 911475]",3, 4632 4126 4112,2018-09-01,1,0.0,3,1,"['LAVAGE CLU', 'NET.JANTE 500ML NEOCLEAN', 'RECHARGE LAVAGE']"
1376,"[177933, 470752, 473831, 911475]",4, 4632 4126,2018-09-01,1,0.0,4,1,"['NET.JANTE 500ML NEOCLEAN', 'RECHARGE LAVAGE']"
1378,"[177933, 470752, 622174, 911475]",4, 4632 4112,2018-09-01,1,0.0,4,1,"['LAVAGE CLU', 'NET.JANTE 500ML NEOCLEAN']"
1389,"[113725, 150303, 177933, 470752, 473831, 493372, 548866, 622174, 911475, 1026214, 1059674, 1163690]",12, 4632,2018-09-01,1,0.0,12,1,['NET.JANTE 500ML NEOCLEAN']
1424,"[172406, 230856]",2, 2723 3881,2018-09-01,1,0.0,2,1,"['MINI CAPRICE D/DIEUX 50G', 'SDW DAUNAT MINI']"
1430,"[104790, 172406, 230856, 296795, 386199, 403181, 458098, 539410, 606704, 734723, 998545, 1162193]",12, 2723,2018-09-01,1,0.0,12,1,['MINI CAPRICE D/DIEUX 50G']
1436,"[148673, 265419, 355952, 403181, 446878, 673938, 847558, 849398, 866455, 872971, 880018, 896272, 1054237]",13, 1772,2018-09-01,1,0.0,13,1,['CRO BAGUETTE FR']
1442,"[307210, 584447, 984430, 988692, 1058591, 1162193]",6, 1400 1547,2018-09-01,1,0.0,6,1,"['BD GRAND CREME', 'SAC BOUTIQUE KRAFT']"
1443,"[532337, 584447, 988692, 1058591, 1162193]",5, 1400 263,2018-09-01,1,0.0,5,1,"['BD GRAND CREME', 'REMISE BUS AUTOROUTE 9\x80']"
1444,"[100715, 307210, 455008, 490024, 532337, 584447, 594237, 819872, 984430, 988692, 1030889, 1058591, 1162193]",13, 1400,2018-09-01,1,0.0,13,1,['BD GRAND CREME']
1446,"[988692, 1121384]",2, 1378 890 1738,2018-09-01,1,0.0,2,1,"['BD PAIN RAISIN', 'CR CAFE EXPRESSO']"
1447,"[490024, 1121384]",2, 1378 890 431,2018-09-01,1,0.0,2,1,"['BD PAIN RAISIN', 'CAFE EXPRESSO']"
1448,"[216979, 490024, 984430, 988692, 1066628, 1121384]",6, 1378 890,2018-09-01,1,0.0,6,1,['BD PAIN RAISIN']
1450,"[278593, 1121384]",2, 1378 1669 1738 431,2018-09-01,1,0.0,2,1,"['BD PAIN RAISIN', 'CAFE EXPRESSO', 'CR CAFE EXPRESSO', 'CR PAIN AUX RAISINS']"
1451,"[278593, 984430, 1121384]",3, 1378 1669,2018-09-01,1,0.0,3,1,"['BD PAIN RAISIN', 'CR PAIN AUX RAISINS']"
1454,"[278593, 988692, 1121384]",3, 1378 1738,2018-09-01,1,0.0,3,1,"['BD PAIN RAISIN', 'CR CAFE EXPRESSO']"
1455,"[158639, 278593, 385149, 490024, 563837, 1121384]",6, 1378 431,2018-09-01,1,0.0,6,1,"['BD PAIN RAISIN', 'CAFE EXPRESSO']"
1456,"[158639, 216979, 242920, 278593, 385149, 456892, 490024, 563837, 819872, 984430, 988692, 1066628, 1121384, 1204437]",14, 1378,2018-09-01,1,0.0,14,1,['BD PAIN RAISIN']
1466,"[456892, 984430, 1066628, 1121384]",4, 1378 1394,2018-09-01,1,0.0,4,1,"['BD DOUBLE EXPRE', 'BD PAIN RAISIN']"
1467,"[984430, 1066628, 1121384]",3, 1378 1394 890,2018-09-01,1,0.0,3,1,"['BD DOUBLE EXPRE', 'BD PAIN RAISIN']"
1468,"[984430, 1121384]",2, 1378 1394 890 1669 2369,2018-09-01,1,0.0,2,1,"['BD DOUBLE EXPRE', 'BD PAIN RAISIN', 'CR PAIN AUX RAISINS', 'EVIAN 1L PET*']"
1469,"[146762, 250176, 389328, 412949, 465179, 519472, 573355, 622174, 724230, 822200, 1025065, 1057511, 1158336, 1166433, 1168023, 1178332]",16, 1707,2018-09-01,1,0.0,16,1,['BOUNTY CHOC LAIT 57G']
1485,"[576380, 622174]",2, 1759 4136,2018-09-01,1,0.0,2,1,"['POWERADE ICE ST', 'RECHARGE LAVAGE TW - D']"
1486,"[305003, 622174, 953681]",3, 1759 4112,2018-09-01,1,0.0,3,1,"['LAVAGE CLU', 'POWERADE ICE ST']"
1487,"[227234, 305003, 305678, 381628, 576380, 622174, 842057, 897280, 953681, 958171, 1052726, 1150694]",12, 1759,2018-09-01,1,0.0,12,1,['POWERADE ICE ST']
1491,"[622174, 1057511]",2, 1707 4112,2018-09-01,1,0.0,2,1,"['BOUNTY CHOC LAIT 57G', 'LAVAGE CLU']"
1496,"[179416, 601640, 906775]",3, 4101 4112,2018-09-01,1,0.0,3,1,"['LAVAGE 4 PLEIN', 'LAVAGE CLU']"
1497,"[121128, 130752, 155371, 179416, 189043, 196160, 221900, 231687, 248530, 321172, 344415, 362989, 418585, 468551, 539813, 601640, 906775, 1171265]",18, 4101,2018-09-01,1,0.0,18,1,['LAVAGE 4 PLEIN']
1502,"[154544, 172406, 366803, 439351, 1058591, 1072004]",6, 3882 1547,2018-09-01,1,0.0,6,1,"['SAC BOUTIQUE KRAFT', 'SDW DAUNAT MIMI']"
1503,"[1058591, 1108055]",2, 3882 263,2018-09-01,1,0.0,2,1,"['REMISE BUS AUTOROUTE 9\x80', 'SDW DAUNAT MIMI']"
1505,"[154544, 165659, 170884, 172406, 304712, 366803, 439351, 525672, 600773, 738892, 796587, 829307, 966582, 1058591, 1072004, 1108055]",16, 3882,2018-09-01,1,0.0,16,1,['SDW DAUNAT MIMI']
1527,"[130260, 138134, 247735, 249535, 347067, 351461, 372731, 447084, 473768, 559399, 582695, 622396, 791569, 827281, 970153, 1019250, 1111436, 1174591, 1221526]",19, 6855,2018-09-01,1,0.0,19,1,"[""CHIPS LAY'S SAL""]"
1534,"[172679, 294335, 313443, 350143, 406626, 424865, 431547, 439383, 476436, 527231, 622174, 726943, 751456, 900951, 1050864, 1121094, 1218881]",17, 5752,2018-09-01,1,0.0,17,1,['PRINGLES ORIGIN']
1535,"[172406, 1072489]",2, 4218 2325,2018-09-01,1,0.0,2,1,"['BATON BERGER NATURE 80G', 'VOLVIC ZEST CIT']"
1539,"[369654, 1072489, 1173969]",3, 4218 4663,2018-09-01,1,0.0,3,1,"['AUVE. MIN STICK NAT 100G', 'BATON BERGER NATURE 80G']"
1542,"[305003, 424865, 1072489]",3, 4218 4112,2018-09-01,1,0.0,3,1,"['BATON BERGER NATURE 80G', 'LAVAGE CLU']"
1543,"[172406, 296795, 305003, 369654, 424865, 527231, 778493, 866455, 971686, 1072489, 1173969, 1174792]",12, 4218,2018-09-01,1,0.0,12,1,['BATON BERGER NATURE 80G']
1544,"[424865, 476436, 622174]",3, 5752 4112,2018-09-01,1,0.0,3,1,"['LAVAGE CLU', 'PRINGLES ORIGIN']"
1551,"[156096, 1014685, 1015043]",3, 5629 1547,2018-09-01,1,0.0,3,1,"['SAC BOUTIQUE KRAFT', 'SNICKERS X 3 150G']"
1553,"[131791, 156096, 197985, 214517, 447204, 516578, 521885, 553662, 574168, 596217, 919805, 923299, 934189, 1014685, 1015043, 1025439, 1036452, 1180476]",18, 5629,2018-09-01,1,0.0,18,1,['SNICKERS X 3 150G']
1559,"[101235, 191426, 204029, 288502, 332078, 440848, 456150, 467501, 516578, 582695, 602261, 786590, 788356, 794611, 930239, 934189]",16, 5531,2018-09-01,1,0.0,16,1,['BOUNTY LAIT 3BO']
1579,"[112044, 270220]",2, 649 1622 163,2018-09-01,1,0.0,2,1,['CR PAIN AU CHOCOLAT']
1580,"[112044, 270220, 585878]",3, 649 1622,2018-09-01,1,0.0,3,1,['CR PAIN AU CHOCOLAT']
1581,"[112044, 176424, 204037, 231223, 270220, 322520, 526900, 585878, 599279, 788356, 932374, 971686, 1028864]",13, 649,2018-09-01,1,0.0,13,1,[]
1600,"[121730, 150303, 154982, 172406, 216255, 223729, 370690, 403759, 444555, 447204, 527231, 588730, 882757, 930235, 971686, 1027971, 1064854, 1216889]",18, 6722,2018-09-01,1,0.0,18,1,['SAN PELLEGRINO 1L']
1603,[186974],1, 2139 2946 4126,2018-09-01,1,0.0,1,1,"['RECHARGE LAVAGE', 'TW  LAVE GLACE', 'TW DEGIVRANT 40']"
1604,"[186974, 1037482]",2, 2139 2946,2018-09-01,1,0.0,2,1,"['TW  LAVE GLACE', 'TW DEGIVRANT 40']"
1606,"[186974, 199673, 765780]",3, 2139 4126,2018-09-01,1,0.0,3,1,"['RECHARGE LAVAGE', 'TW DEGIVRANT 40']"
1607,"[104345, 186974, 199673, 233135, 235527, 330072, 402484, 433174, 478931, 529543, 587662, 589776, 704816, 765780, 845965, 880018, 1025285, 1037482]",18, 2139,2018-09-01,1,0.0,18,1,['TW DEGIVRANT 40']
1629,"[490737, 594535, 622174]",3, 2565,2018-09-01,1,0.0,3,1,['PETIT SUISSE AM']
1634,"[325831, 1155422]",2, 709 1853 608,2018-09-01,1,0.0,2,1,"['CR SAND PREMIUM', 'CR SANDWICH VOL', 'CR TARTE CITRON MERINGUÉET']"
1637,"[325831, 734723, 1155422]",3, 709 1853,2018-09-01,1,0.0,3,1,"['CR SANDWICH VOL', 'CR TARTE CITRON MERINGUÉET']"
1643,"[112041, 112044, 128775, 176424, 303934, 325831, 734723, 881754, 1155422]",9, 709,2018-09-01,1,0.0,9,1,['CR TARTE CITRON MERINGUÉET']
1648,"[112041, 325831, 1155422]",3, 709 608,2018-09-01,1,0.0,3,1,"['CR SAND PREMIUM', 'CR TARTE CITRON MERINGUÉET']"
1649,"[224368, 954984, 1236845]",3, 1846 4074,2018-09-01,1,0.0,3,1,['BIDON AD BLUE 10L']
1705,"[200047, 447321, 601965]",3, 6554 4126,2018-09-01,1,0.0,3,1,['RECHARGE LAVAGE']
1707,"[200047, 237597, 447204, 447321, 601965, 1103368]",6, 6554,2018-09-01,1,0.0,6,1,[]
1713,"[237597, 447321]",2, 6554 4136,2018-09-01,1,0.0,2,1,['RECHARGE LAVAGE TW - D']
1714,"[579353, 1025791]",2, 6533 4125 4112,2018-09-01,1,0.0,2,1,"['LAVAGE CLU', 'RECHARGE LAVAGE TW - A']"
1716,"[172838, 579353, 1025791]",3, 6533 4112,2018-09-01,1,0.0,3,1,['LAVAGE CLU']
1717,"[172838, 473831, 579353, 584986, 1025791, 1034783]",6, 6533,2018-09-01,1,0.0,6,1,[]
1721,"[310155, 339524, 491884, 839184, 911967]",5, 6266,2018-09-01,1,0.0,5,1,['ARBRE MAGIQUE S']
1722,"[451669, 717621, 741223, 838612]",4, 6250,2018-09-01,1,0.0,4,1,['RICOLA PLANTES CARAMEL 50G']
1725,"[579353, 584986, 1025791, 1034783]",4, 6533 4125,2018-09-01,1,0.0,4,1,['RECHARGE LAVAGE TW - A']
1753,"[103653, 247218, 249680, 346406, 1101017]",5, 1774,2018-09-01,1,0.0,5,1,['TOBLERONE LAIT']
1756,"[979705, 1058591, 1155422]",3, 3765 263 1547,2018-09-01,1,0.0,3,1,"['REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT', 'SALADE FETA ET']"
1757,"[600388, 979705, 1058591, 1155422]",4, 3765 1547,2018-09-01,1,0.0,4,1,"['SAC BOUTIQUE KRAFT', 'SALADE FETA ET']"
1759,"[230856, 476436, 557390, 1014685]",4, 3694,2018-09-01,1,0.0,4,1,['MONSTER MUNCH SALE 85G']
1768,[346406],1, 3494 1774 285,2018-09-01,1,0.0,1,1,"['EVOLUTION FULL-', 'TOBLERONE LAIT']"
